"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Price","Change","Volume"
6052,"SLB","Schlumberger Limited","Basic Materials","Oil & Gas Equipment & Services","USA",89619.06,,65.94,-1.08%,4968435
6053,"SLCA","U.S. Silica Holdings, Inc.","Basic Materials","Industrial Metals & Minerals","USA",1846.39,15.15,25.68,-0.70%,1809116
6054,"SLCT","Select Bancorp, Inc.","Financial","Regional - Mid-Atlantic Banks","USA",181.30,23.22,12.84,-1.38%,5701
6055,"SLD","Sutherland Asset Management Corporation","Financial","REIT - Diversified","USA",536.91,10.32,16.70,-0.30%,31289
6056,"SLDB","Solid Biosciences Inc.","Healthcare","Drugs - Generic","USA",1414.03,,40.16,-0.96%,192539
6057,"SLF","Sun Life Financial Inc.","Financial","Property & Casualty Insurance","Canada",24729.01,14.38,40.43,-1.08%,385347
6058,"SLG","SL Green Realty Corp.","Financial","REIT - Retail","USA",9149.12,35.12,103.17,-0.55%,285183
6059,"SLGL","Sol-Gel Technologies Ltd.","Healthcare","Biotechnology","Israel",140.58,,7.05,-2.08%,8373
6060,"SLGN","Silgan Holdings Inc.","Consumer Goods","Packaging & Containers","USA",2994.32,14.75,27.60,0.22%,358503
6061,"SLIM","The Obesity ETF","Financial","Exchange Traded Fund","USA",,,37.59,3.89%,3092
6062,"SLM","SLM Corporation","Financial","Credit Services","USA",4874.09,14.55,11.20,-0.36%,1913907
6063,"SLMBP","SLM Corporation","Financial","Credit Services","USA",30657.17,114.58,71.04,-2.66%,1068
6064,"SLNO","Soleno Therapeutics, Inc.","Healthcare","Medical Laboratories & Research","USA",48.40,,2.55,-6.59%,21344
6065,"SLP","Simulations Plus, Inc.","Technology","Business Software & Services","USA",340.20,45.07,18.30,0.27%,74221
6066,"SLQD","iShares 0-5 Year Invmt Grade Corp Bd ETF","Financial","Exchange Traded Fund","USA",,,49.59,0.12%,55488
6067,"SLRC","Solar Capital Ltd.","Financial","Diversified Investments","USA",882.15,12.32,21.37,0.71%,54682
6068,"SLS","SELLAS Life Sciences Group, Inc.","Healthcare","Biotechnology","USA",15.43,,1.05,-6.25%,920671
6069,"SLTB","Scorpio Bulkers Inc. 7.5% SR NT 19","Services","Shipping","Monaco",1830.18,,25.49,0.03%,2955
6070,"SLV","iShares Silver Trust","Financial","Exchange Traded Fund","USA",,,14.43,-0.35%,8213422
6071,"SLVO","Credit Suisse X-Links Silver CovCall ETN","Financial","Exchange Traded Fund","USA",,,7.03,-0.57%,8439
6072,"SLVP","iShares MSCI Global Silver Miners ETF","Financial","Exchange Traded Fund","USA",,,9.46,-1.16%,38325
6073,"SLX","VanEck Vectors Steel ETF","Financial","Exchange Traded Fund","USA",,,46.32,-2.07%,21481
6074,"SLY","SPDR S&P; 600 Small Cap ETF","Financial","Exchange Traded Fund","USA",,,75.15,0.83%,47480
6075,"SLYG","SPDR S&P; 600 Small Cap Growth ETF","Financial","Exchange Traded Fund","USA",,,66.54,1.22%,545828
6076,"SLYV","SPDR S&P; 600 Small Cap Value ETF","Financial","Exchange Traded Fund","USA",,,68.66,0.56%,673067
6077,"SM","SM Energy Company","Basic Materials","Independent Oil & Gas","USA",3295.72,219.15,28.49,5.71%,3795879
6078,"SMAR","Smartsheet Inc.","Technology","Business Software & Services","USA",2494.91,,23.40,10.95%,350168
6079,"SMB","VanEck Vectors AMT-Free Short Muni ETF","Financial","Exchange Traded Fund","USA",,,17.29,0.17%,10879
6080,"SMBC","Southern Missouri Bancorp, Inc.","Financial","Savings & Loans","USA",357.20,16.58,39.47,0.18%,8216
6081,"SMBK","SmartFinancial, Inc.","Financial","Regional - Southeast Banks","USA",301.08,24.76,26.00,0.00%,75863
6082,"SMCI","Super Micro Computer, Inc.","Technology","Communication Equipment","USA",1056.64,16.19,21.70,0.00%,746189
6083,"SMCP","AlphaMark Actively Managed Small Cap ETF","Financial","Exchange Traded Fund","USA",,,26.49,0.24%,1
6084,"SMDD","ProShares UltraPro Short MidCap400","Financial","Exchange Traded Fund","USA",,,8.59,-0.65%,3644
6085,"SMDV","ProShares Russell 2000 Dividend Growers","Financial","Exchange Traded Fund","USA",,,58.46,0.67%,11373
6086,"SMED","Sharps Compliance Corp.","Industrial Goods","Waste Management","USA",57.44,,3.62,1.83%,34395
6087,"SMEZ","SPDR EURO STOXX Small Cap ETF","Financial","Exchange Traded Fund","USA",,,60.19,-0.61%,4998
6088,"SMFG","Sumitomo Mitsui Financial Group, Inc.","Financial","Foreign Regional Banks","Japan",57741.40,8.74,8.18,0.37%,796838
6089,"SMG","The Scotts Miracle-Gro Company","Basic Materials","Agricultural Chemicals","USA",4347.19,24.64,76.67,0.01%,1273189
6090,"SMH","VanEck Vectors Semiconductor ETF","Financial","Exchange Traded Fund","USA",,,107.42,1.01%,4092025
6091,"SMHD","UBS ETRACS M Py 2xLvg US Sm Cp HiDiv ETN","Financial","Exchange Traded Fund","USA",,,19.05,-0.46%,23101
6092,"SMI","Semiconductor Manufacturing International Corporation","Technology","Semiconductor - Integrated Circuits","China",5830.23,42.73,5.94,-1.82%,391511
6093,"SMIN","iShares MSCI India Small-Cap ETF","Financial","Exchange Traded Fund","USA",,,44.03,-0.07%,44752
6094,"SMIT","Schmitt Industries, Inc.","Technology","Scientific & Technical Instruments","USA",10.52,54.90,2.69,3.46%,68560
6095,"SMLF","iShares Edge MSCI Mltfct USA SmCp ETF","Financial","Exchange Traded Fund","USA",,,43.56,1.30%,267952
6096,"SMLL","Direxion Daily Small Cap Bull 2X ETF","Financial","Exchange Traded Fund","USA",,,58.04,-0.48%,356
6097,"SMLP","Summit Midstream Partners, LP","Basic Materials","Oil & Gas Pipelines","USA",1294.73,19.53,17.30,-0.57%,237037
6098,"SMLV","SPDR SSGA US Small Cap Low Volatil ETF","Financial","Exchange Traded Fund","USA",,,96.94,0.78%,5656
6099,"SMMD","iShares Russell 2500 ETF","Financial","Exchange Traded Fund","USA",,,46.33,0.00%,128
6100,"SMMF","Summit Financial Group, Inc.","Financial","Regional - Mid-Atlantic Banks","USA",328.64,12.30,25.28,-1.67%,10304
6101,"SMMT","Summit Therapeutics plc","Healthcare","Drug Manufacturers - Other","United Kingdom",147.39,,2.38,2.15%,80066
6102,"SMMU","PIMCO Short Term Municipal Bond Actv ETF","Financial","Exchange Traded Fund","USA",,,49.88,-0.20%,7577
6103,"SMMV","iShares Edge MSCI Min Vol USA Sm-Cp ETF","Financial","Exchange Traded Fund","USA",,,31.73,0.61%,2474
6104,"SMN","ProShares UltraShort Basic Materials","Financial","Exchange Traded Fund","USA",,,25.74,1.58%,3432
6105,"SMP","Standard Motor Products, Inc.","Consumer Goods","Auto Parts","USA",1123.45,21.23,47.99,0.71%,51335
6106,"SMPL","The Simply Good Foods Company","Financial","Savings & Loans","USA",1192.67,96.47,16.69,0.36%,273979
6107,"SMRT","Stein Mart, Inc.","Services","Apparel Stores","USA",109.71,,2.25,2.27%,61929
6108,"SMSI","Smith Micro Software, Inc.","Technology","Application Software","USA",65.59,,2.57,1.98%,233382
6109,"SMTA","Spirit MTA REIT","Financial","REIT - Diversified","USA",430.41,,9.67,-1.83%,371399
6110,"SMTC","Semtech Corporation","Technology","Semiconductor - Integrated Circuits","USA",3223.06,38.58,48.65,1.78%,173691
6111,"SMTS","Sierra Metals Inc.","Basic Materials","Industrial Metals & Minerals","Canada",419.71,,2.58,-2.64%,72652
6112,"SMTX","SMTC Corporation","Technology","Printed Circuit Boards","Canada",45.03,92.96,2.60,2.91%,37328
6113,"SN","Sanchez Energy Corporation","Basic Materials","Independent Oil & Gas","USA",417.06,,4.52,2.26%,1559771
6114,"SNA","Snap-on Incorporated","Industrial Goods","Small Tools & Accessories","USA",9478.06,15.74,167.25,0.04%,453193
6115,"SNAP","Snap Inc.","Technology","Internet Software & Services","USA",16832.71,,12.70,2.58%,11713044
6116,"SNBR","Sleep Number Corporation","Consumer Goods","Home Furnishings & Fixtures","USA",1209.44,18.07,28.68,0.84%,544926
6117,"SND","Smart Sand, Inc.","Basic Materials","Industrial Metals & Minerals","USA",226.00,17.70,5.70,0.35%,498716
6118,"SNDE","Sundance Energy Australia Limited","Basic Materials","Independent Oil & Gas","Australia",7112.74,,5.70,3.07%,3106
6119,"SNDR","Schneider National, Inc.","Services","Trucking","USA",5089.19,27.05,28.10,7.62%,1610194
6120,"SNDX","Syndax Pharmaceuticals, Inc.","Healthcare","Biotechnology","USA",168.87,,6.37,-5.21%,358322
6121,"SNE","Sony Corporation","Consumer Goods","Electronic Equipment","Japan",70346.56,16.19,55.28,0.51%,1052250
6122,"SNES","SenesTech, Inc.","Basic Materials","Agricultural Chemicals","USA",21.11,,1.22,-8.27%,634131
6123,"SNFCA","Security National Financial Corporation","Financial","Credit Services","USA",86.57,4.15,5.15,-1.61%,5534
6124,"SNGX","Soligenix, Inc.","Healthcare","Biotechnology","USA",20.88,,1.30,7.44%,728766
6125,"SNH","Senior Housing Properties Trust","Financial","REIT - Healthcare Facilities","USA",4448.51,12.14,17.96,-0.06%,1192307
6126,"SNHY","Sun Hydraulics Corporation","Industrial Goods","Industrial Equipment & Components","USA",1642.55,43.10,51.93,0.60%,61249
6127,"SNLN","Highland/iBoxx Senior Loan ETF","Financial","Exchange Traded Fund","USA",,,18.20,0.05%,432575
6128,"SNMP","Sanchez Midstream Partners LP","Basic Materials","Oil & Gas Pipelines","USA",179.81,,11.90,2.30%,29920
6129,"SNMX","Senomyx, Inc.","Basic Materials","Specialty Chemicals","USA",58.04,,1.14,-0.87%,22902
6130,"SNN","Smith & Nephew plc","Healthcare","Medical Appliances & Equipment","United Kingdom",15528.13,20.80,35.59,0.76%,412588
6131,"SNNA","Sienna Biopharmaceuticals, Inc.","Healthcare","Biotechnology","USA",323.42,,15.27,0.79%,29923
6132,"SNOA","Sonoma Pharmaceuticals, Inc.","Healthcare","Drug Manufacturers - Other","USA",15.66,,2.32,2.65%,48863
6133,"SNP","China Petroleum & Chemical Corporation","Basic Materials","Major Integrated Oil & Gas","China",115532.87,14.58,94.50,-0.92%,131410
6134,"SNPS","Synopsys, Inc.","Technology","Semiconductor Equipment & Materials","USA",13593.56,64.90,90.66,1.01%,1117258
6135,"SNR","New Senior Investment Group Inc.","Financial","REIT - Diversified","USA",594.87,54.00,7.02,-0.85%,311734
6136,"SNSR","Global X Internet of Things ETF","Financial","Exchange Traded Fund","USA",,,20.23,1.66%,25632
6137,"SNSS","Sunesis Pharmaceuticals, Inc.","Healthcare","Biotechnology","USA",81.07,,2.36,1.72%,51589
6138,"SNV","Synovus Financial Corp.","Financial","Regional - Mid-Atlantic Banks","USA",5969.97,15.93,50.21,1.17%,1630956
6139,"SNX","SYNNEX Corporation","Services","Business Services","USA",3924.28,10.85,97.28,2.64%,229417
6140,"SNY","Sanofi American Depositary Shar","Healthcare","Drug Manufacturers - Major","France",107085.07,19.93,43.51,-0.80%,1569728
6141,"SO","The Southern Company","Utilities","Electric Utilities","USA",49003.17,59.11,48.47,0.81%,4906783
6142,"SOCL","Global X Social Media ETF","Financial","Exchange Traded Fund","USA",,,33.00,0.55%,52328
6143,"SODA","SodaStream International Ltd.","Consumer Goods","Beverages - Soft Drinks","Israel",2596.51,33.31,114.50,3.81%,1188468
6144,"SOFO","Sonic Foundry, Inc.","Technology","Application Software","USA",10.21,,2.20,-0.23%,741
6145,"SOGO","Sogou Inc.","Technology","Internet Information Providers","China",3769.17,44.34,9.09,-3.81%,4060026
6146,"SOHO","Sotherly Hotels Inc.","Financial","REIT - Hotel/Motel","USA",100.11,,7.04,0.72%,20990
6147,"SOHOB","Sotherly Hotels Inc.","Financial","REIT - Hotel/Motel","USA",,,25.36,0.16%,2600
6148,"SOHOO","Sotherly Hotels Inc.","Financial","REIT - Hotel/Motel","USA",,,25.09,0.18%,622
6149,"SOHU","Sohu.com Limited","Technology","Internet Information Providers","China",1042.74,,25.09,-0.12%,423224
6150,"SOI","Solaris Oilfield Infrastructure, Inc.","Basic Materials","Oil & Gas Equipment & Services","USA",701.11,9.23,16.11,6.27%,1027458
6151,"SOIL","Global X Fertilizers/Potash ETF","Financial","Exchange Traded Fund","USA",,,10.78,1.23%,16467
6152,"SOL","ReneSola Ltd","Technology","Semiconductor - Specialized","China",97.73,1.16,2.45,0.00%,22119
6153,"SON","Sonoco Products Company","Consumer Goods","Packaging & Containers","USA",5527.61,29.53,55.75,-0.99%,421600
6154,"SONA","Southern National Bancorp of Virginia, Inc.","Financial","Regional - Mid-Atlantic Banks","USA",429.52,31.49,17.51,-0.17%,34494
6155,"SONC","Sonic Corp.","Services","Restaurants","USA",1311.00,23.81,35.81,1.96%,326381
6156,"SOR","Source Capital, Inc.","Financial","Closed-End Fund - Equity","USA",350.51,7.14,40.33,0.01%,17828
6157,"SORL","SORL Auto Parts, Inc.","Consumer Goods","Auto Manufacturers - Major","China",90.73,3.72,4.95,-0.40%,45494
6158,"SOVB","Cambria Sovereign Bond ETF","Financial","Exchange Traded Fund","USA",,,25.77,-0.29%,613
6159,"SOXL","Direxion Daily Semiconductor Bull 3X Shares","Financial","Exchange Traded Fund","USA",,,161.21,3.10%,506512
6160,"SOXS","Direxion Daily Semicondct Bear 3X ETF","Financial","Exchange Traded Fund","USA",,,9.77,-2.98%,2895382
6161,"SOXX","iShares PHLX Semiconductor ETF","Financial","Exchange Traded Fund","USA",,,187.05,0.98%,751053
6162,"SOYB","Teucrium Soybean ETF","Financial","Exchange Traded Fund","USA",,,16.63,-0.18%,214105
6163,"SP","SP Plus Corporation","Services","Management Services","USA",874.55,17.50,39.20,-2.12%,115929
6164,"SPA","Sparton Corporation","Technology","Diversified Electronics","USA",139.92,,13.95,-2.58%,163130
6165,"SPAB","SPDR Portfolio Aggregate Bond ETF","Financial","Exchange Traded Fund","USA",,,27.74,0.00%,354667
6166,"SPAR","Spartan Motors, Inc.","Consumer Goods","Trucks & Other Vehicles","USA",565.71,22.57,15.55,8.36%,546368
6167,"SPB","Spectrum Brands Holdings, Inc.","Consumer Goods","Personal Products","USA",2902.56,98.87,88.69,2.11%,406214
6168,"SPCB","SuperCom Ltd.","Technology","Security Software & Services","Israel",25.90,,1.72,1.18%,96999
6169,"SPDN","Direxion Daily S&P; 500 Bear 1X ETF","Financial","Exchange Traded Fund","USA",,,28.66,-0.35%,1581
6170,"SPDV","AAM S&P; 500 Sector High Dividend ETF","Financial","Exchange Traded Fund","USA",,,27.22,-0.37%,2429
6171,"SPDW","SPDR Portfolio Developed Wld ex-US ETF","Financial","Exchange Traded Fund","USA",,,30.76,-0.58%,420700
6172,"SPE","Special Opportunities Fund, Inc","Financial","Closed-End Fund - Equity","USA",,,15.11,0.20%,24984
6173,"SPEM","SPDR Portfolio Emerging Markets ETF","Financial","Exchange Traded Fund","USA",,,36.09,-0.96%,226819
6174,"SPEX","Spherix Incorporated","Services","Business Services","USA",9.20,,1.03,-0.96%,91843
6175,"SPFF","Global X SuperIncome Preferred ETF","Financial","Exchange Traded Fund","USA",,,11.98,0.25%,66910
6176,"SPG","Simon Property Group, Inc.","Financial","REIT - Retail","USA",55412.62,27.32,176.26,-0.84%,1686435
6177,"SPGI","S&P; Global Inc.","Services","Business Services","USA",52231.85,28.37,197.28,-0.23%,1250659
6178,"SPH","Suburban Propane Partners, L.P.","Utilities","Gas Utilities","USA",1430.22,23.17,23.45,-0.85%,239926
6179,"SPHB","Invesco S&P; 500 High Beta ETF","Financial","Exchange Traded Fund","USA",,,44.17,0.71%,22437
6180,"SPHD","Invesco S&P; 500 High Div Low Vol ETF","Financial","Exchange Traded Fund","USA",,,41.52,0.19%,816290
6181,"SPHQ","Invesco S&P; 500 Quality ETF","Financial","Exchange Traded Fund","USA",,,31.23,0.74%,174131
6182,"SPHS","Sophiris Bio, Inc.","Healthcare","Biotechnology","USA",87.45,,2.81,-1.40%,187063
6183,"SPI","SPI Energy Co., Ltd.","Technology","Semiconductor - Specialized","Hong Kong",27.57,,0.38,-0.07%,106624
6184,"SPIB","SPDR Portfolio Interm Term Corp Bd ETF","Financial","Exchange Traded Fund","USA",,,33.24,0.06%,367706
6185,"SPKE","Spark Energy, Inc.","Utilities","Electric Utilities","USA",314.88,9.70,8.85,1.14%,151334
6186,"SPKEP","Spark Energy, Inc.","Utilities","Electric Utilities","USA",,19.64,23.37,-0.55%,17335
6187,"SPLB","SPDR Portfolio Long Term Corporate Bond ETF","Financial","Exchange Traded Fund","USA",,,26.29,0.10%,85845
6188,"SPLG","SPDR Portfolio Large Cap ETF","Financial","Exchange Traded Fund","USA",,,33.15,0.64%,681646
6189,"SPLK","Splunk Inc.","Technology","Application Software","USA",15359.21,,102.93,3.85%,1917115
6190,"SPLP","Steel Partners Holdings L.P.","Conglomerates","Conglomerates","USA",429.02,,16.40,-2.56%,4127
6191,"SPLV","PowerShares S&P; 500 Low Volatility Portfolio","Financial","Exchange Traded Fund","USA",,,48.79,-0.06%,3113589
6192,"SPMD","SPDR Portfolio Mid Cap ETF","Financial","Exchange Traded Fund","USA",,,35.87,0.87%,242837
6193,"SPMO","Invesco S&P; 500 Momentum ETF","Financial","Exchange Traded Fund","USA",,,38.70,0.70%,52302
6194,"SPMV","Invesco S&P; 500 Minimum Variance ETF","Financial","Exchange Traded Fund","USA",,,28.56,0.00%,0
6195,"SPN","Superior Energy Services, Inc.","Basic Materials","Oil & Gas Equipment & Services","USA",1462.56,,9.48,0.21%,2272215
6196,"SPNE","SeaSpine Holdings Corporation","Healthcare","Medical Appliances & Equipment","USA",217.18,,14.26,1.86%,112142
6197,"SPNS","Sapiens International Corporation N.V.","Technology","Business Software & Services","Israel",515.41,328.39,10.18,-1.55%,10584
6198,"SPOK","Spok Holdings, Inc.","Technology","Wireless Communications","USA",286.21,47.73,14.70,3.16%,103888
6199,"SPOT","Spotify Technology S.A.","Services","Broadcasting - Radio","Luxembourg",32304.67,,179.71,-0.23%,1391131
6200,"SPPI","Spectrum Pharmaceuticals, Inc.","Healthcare","Biotechnology","USA",2236.21,,20.80,-0.81%,601425
6201,"SPPP","Sprott Physical Platinum and Palladium Trust","Financial","Exchange Traded Fund","USA",,,7.90,0.25%,16865
6202,"SPR","Spirit AeroSystems Holdings, Inc.","Industrial Goods","Aerospace/Defense Products & Services","USA",9658.76,27.02,86.37,-2.33%,1395287
6203,"SPRO","Spero Therapeutics, Inc.","Healthcare","Biotechnology","USA",172.32,,11.62,1.75%,84797
6204,"SPRT","Support.com, Inc.","Technology","Internet Software & Services","USA",51.32,2.36,2.73,-0.73%,2528
6205,"SPSB","SPDR Portfolio Short Term Corpo","Financial","Exchange Traded Fund","USA",,,30.14,0.00%,597546
6206,"SPSC","SPS Commerce, Inc.","Technology","Application Software","USA",1381.06,237.07,88.19,0.70%,305024
6207,"SPSM","SPDR Portfolio Small Cap ETF","Financial","Exchange Traded Fund","USA",,,32.95,0.89%,220786
6208,"SPTL","SPDR Portfolio Long Term Treasury ETF","Financial","Exchange Traded Fund","USA",,,34.15,0.09%,274992
6209,"SPTM","SPDR Portfolio Total Stock Market ETF","Financial","Exchange Traded Fund","USA",,,35.29,0.66%,563297
6210,"SPTN","SpartanNash Company","Services","Food Wholesale","USA",848.95,,23.51,0.60%,164789
6211,"SPTS","SPDR Portfolio Short Term Treasury ETF","Financial","Exchange Traded Fund","USA",,,29.46,0.07%,187940
6212,"SPUN","VanEck Vectors Spin-Off ETF","Financial","Exchange Traded Fund","USA",,,19.70,0.00%,0
6213,"SPUU","Direxion Daily S&P; 500 Bull 2X ETF","Financial","Exchange Traded Fund","USA",,,54.25,0.58%,887
6214,"SPVM","Invesco S&P; 500 Value With Momentum ETF","Financial","Exchange Traded Fund","USA",,,28.68,-0.09%,415
6215,"SPVU","PowerShares S&P; 500 Enhanced Value Portfolio","Financial","Exchange Traded Fund","USA",,,34.96,-0.44%,1642
6216,"SPWH","Sportsman's Warehouse Holdings, Inc.","Consumer Goods","Sporting Goods","USA",217.65,11.19,4.88,-0.41%,144315
6217,"SPWR","SunPower Corporation","Technology","Semiconductor - Specialized","USA",1194.65,,7.76,3.05%,1508953
6218,"SPXC","SPX Corporation","Industrial Goods","Diversified Machinery","USA",1561.88,16.71,36.75,0.00%,195984
6219,"SPXE","ProShares S&P; 500 ex-Energy","Financial","Exchange Traded Fund","USA",,,58.65,0.00%,0
